"","10090","9606","10090_ID","9606_ID"
"7097","P2ry2","P2RY2",18442,5029
"7098","Fbxw8","FBXW8",231672,26259
"7099","Psmf1","PSMF1",228769,9491
"7100","Smap2","SMAP2",69780,64744
"7101","Cyb5r4","CYB5R4",266690,51167
"7102","Arhgef17","ARHGEF17",207212,9828
"7103","Ccdc85a","CCDC85A",216613,114800
"7104","Acsl3","ACSL3",74205,2181
"7105","Rims3","RIMS3",242662,9783
"7106","Rangrf","RANGRF",57785,29098
"7107","Nfyc","NFYC",18046,4802
"7108","Fbxo21","FBXO21",231670,23014
"7109","Styk1","STYK1",243659,55359
"7110","Slc16a1","SLC16A1",20501,6566
"7111","Atg12","ATG12",67526,9140
"7112","Sgpp2","SGPP2",433323,130367
"7113","Cspg4","CSPG4",121021,1464
"7114","Lrig2","LRIG2",269473,9860
"7115","Itgbl1","ITGBL1",223272,9358
"7116","Hspa13","HSPA13",110920,6782
"7117","Camkv","CAMKV",235604,79012
"7118","Nup93","NUP93",71805,9688
"7119","Rbm11","RBM11",224344,54033
"7120","Ucp3","UCP3",22229,7352
"7121","Rasgrp2","RASGRP2",19395,10235
"7122","Ap4b1","AP4B1",67489,10717
"7123","Pebp1","PEBP1",23980,5037
"7124","Ift57","IFT57",73916,55081
"7125","Fkbp1a","FKBP1A",14225,2280
"7126","Inha","INHA",16322,3623
"7127","Fam207a","FAM207A",108707,85395
"7128","Chpf","CHPF",74241,79586
"7129","Foxj3","FOXJ3",230700,22887
"7130","Mycbp2","MYCBP2",105689,23077
"7131","Sox10","SOX10",20665,6663
"7132","Asic4","ASIC4",241118,55515
"7133","Ogfod1","OGFOD1",270086,55239
"7134","Trim33","TRIM33",94093,51592
"7135","Nfatc1","NFATC1",18018,4772
"7136","Polr2f","POLR2F",69833,5435
"7137","Gmppa","GMPPA",69080,29926
"7138","Cdo1","CDO1",12583,1036
"7139","C330027C09Rik","KIAA1524",224171,57650
"7140","Afap1l1","AFAP1L1",106877,134265
"7141","Calhm2","CALHM2",72691,51063
"7142","Micall1","MICALL1",27008,85377
"7143","Eif3l","EIF3L",223691,51386
"7144","Npat","NPAT",244879,4863
"7145","Ankrd54","ANKRD54",223690,129138
"7146","Pygb","PYGB",110078,5834
"7147","Lmo7","LMO7",380928,4008
"7148","Resp18","RESP18",19711,389075
"7149","Cntnap3","CNTNAP3",238680,79937
"7150","Pfkm","PFKM",18642,5213
"7151","Gas7","GAS7",14457,8522
"7152","Entpd6","ENTPD6",12497,955
"7153","Senp1","SENP1",223870,29843
"7154","Clec1a","CLEC1A",243653,51267
"7155","Tbc1d4","TBC1D4",210789,9882
"7156","Triobp","TRIOBP",110253,11078
"7157","Apmap","APMAP",71881,57136
"7158","Nol12","NOL12",97961,79159
"7159","Cdc14b","CDC14B",218294,8555
"7160","Lss","LSS",16987,4047
"7161","Slc7a6os","SLC7A6OS",66432,84138
"7162","Ybey","YBEY",216119,54059
"7163","Gga1","GGA1",106039,26088
"7164","Slc22a15","SLC22A15",242126,55356
"7165","Phldb2","PHLDB2",208177,90102
"7166","Podxl2","PODXL2",319655,50512
"7167","Abhd10","ABHD10",213012,55347
"7168","Cnppd1","CNPPD1",69171,27013
"7169","Atp1a1","ATP1A1",11928,476
"7170","Dis3","DIS3",72662,22894
"7171","Card10","CARD10",105844,29775
"7172","Mgll","MGLL",23945,11343
"7173","Tmprss7","TMPRSS7",208171,344805
"7174","Tmed7","TMED7",66676,51014
"7175","Mzt1","MZT1",76789,440145
"7176","Tie1","TIE1",21846,7075
"7177","Lpcat2","LPCAT2",270084,54947
"7178","S100b","S100B",20203,6285
"7179","Ttc28","TTC28",209683,23331
"7180","AA467197","C15orf48",433470,84419
"7181","Slitrk5","SLITRK5",75409,26050
"7182","Eefsec","EEFSEC",65967,60678
"7183","Rac2","RAC2",19354,5880
"7184","Ttf2","TTF2",74044,8458
"7185","Wnt6","WNT6",22420,7475
"7186","Scaf11","SCAF11",72193,9169
"7187","Trim45","TRIM45",229644,80263
"7188","Arid2","ARID2",77044,196528
"7189","Hsf4","HSF4",26386,3299
"7190","Szt2","SZT2",230676,23334
"7191","Shf","SHF",435684,90525
"7192","Ttll4","TTLL4",67534,9654
"7193","Slc35a4","SLC35A4",67843,113829
"7194","Stk36","STK36",269209,27148
"7195","Ptprm","PTPRM",19274,5797
"7196","Rpgrip1l","RPGRIP1L",244585,23322
"7197","Wdr3","WDR3",269470,10885
"7198","Kctd17","KCTD17",72844,79734
"7199","Noc4l","NOC4L",100608,79050
"7200","Ptprf","PTPRF",19268,5792
"7201","Lpp","LPP",210126,4026
"7202","Mif","MIF",17319,4282
"7203","Dpyd","DPYD",99586,1806
"7204","Fbxl8","FBXL8",50788,55336
"7205","Galnt9","GALNT9",231605,50614
"7206","Gstt2","GSTT2",14872,2953
"7207","Gstt2","GSTT2B",14872,653689
"7208","Fem1c","FEM1C",240263,56929
"7209","Ctdp1","CTDP1",67655,9150
"7210","Kdm4a","KDM4A",230674,9682
"7211","Tnxb","TNXB",81877,7148
"7212","Dnm2","DNM2",13430,1785
"7213","Chst2","CHST2",54371,9435
"7214","Map2k4","MAP2K4",26398,6416
"7215","Rtp4","RTP4",67775,64108
"7216","Pus7l","PUS7L",78895,83448
"7217","Prrg3","PRRG3",208748,79057
"7218","Usp37","USP37",319651,57695
"7219","Ipo13","IPO13",230673,9670
"7220","Fntb","FNTB",110606,2342
"7221","Palmd","PALMD",114301,54873
"7222","Atp6v0b","ATP6V0B",114143,533
"7223","Trappc8","TRAPPC8",75964,22878
"7224","Rtp1","RTP1",239766,132112
"7225","Frrs1","FRRS1",20321,391059
"7226","Arhgap44","ARHGAP44",216831,9912
"7227","Clasp2","CLASP2",76499,23122
"7228","Spg11","SPG11",214585,80208
"7229","Agl","AGL",77559,178
"7230","Nudt15","NUDT15",214254,55270
"7231","Ctdspl2","CTDSPL2",329506,51496
"7232","Gucd1","GUCD1",68778,83606
"7233","Cacul1","CACUL1",78832,143384
"7234","Snap91","SNAP91",20616,9892
"7235","Antxr1","ANTXR1",69538,84168
"7236","Eri3","ERI3",140546,79033
"7237","Upb1","UPB1",103149,51733
"7238","Mcee","MCEE",73724,84693
"7239","Terf2ip","TERF2IP",57321,54386
"7240","Gtpbp6","GTPBP6",107999,8225
"7241","Armcx2","ARMCX2",67416,9823
"7242","Trmt13","TRMT13",229780,54482
"7243","Specc1l","SPECC1L",74392,23384
"7244","Lpar6","LPAR6",67168,10161
"7245","Tagap","TAGAP",72536,117289
"7246","Adamts15","ADAMTS15",235130,170689
"7247","Zbtb1","ZBTB1",268564,22890
"7248","Fan1","FAN1",330554,22909
"7249","Armcx1","ARMCX1",78248,51309
"7250","Crlf2","CRLF2",57914,64109
"7251","Tomm6","TOMM6",66119,100188893
"7252","Fam160b1","FAM160B1",226252,57700
"7253","Catsper2","CATSPER2",212670,117155
"7254","Fndc3a","FNDC3A",319448,22862
"7255","Prss35","PRSS35",244954,167681
"7256","Larp4b","LARP4B",217980,23185
"7257","Cdc14a","CDC14A",229776,8556
"7258","Asprv1","ASPRV1",67855,151516
"7259","Otud7a","OTUD7A",170711,161725
"7260","Ppip5k1","PPIP5K1",327655,9677
"7261","Ttc7b","TTC7B",104718,145567
"7262","Casp4","CASP4",12363,837
"7263","Idua","IDUA",15932,3425
"7264","Arhgef5","ARHGEF5",54324,7984
"7265","Gtf2a2","GTF2A2",235459,2958
"7266","Angptl1","ANGPTL1",72713,9068
"7267","Znrf1","ZNRF1",170737,84937
"7268","Dph5","DPH5",69740,51611
"7269","Fam20b","FAM20B",215015,9917
"7270","Rbfox2","RBFOX2",93686,23543
"7271","Myo6","MYO6",17920,4646
"7272","Fa2h","FA2H",338521,79152
"7273","Igf2bp2","IGF2BP2",319765,10644
"7274","Ndn","NDN",17984,4692
"7275","Reep4","REEP4",72549,80346
"7276","Myo5c","MYO5C",208943,55930
"7277","Spata2l","SPATA2L",78779,124044
"7278","Lgi3","LGI3",213469,203190
"7279","Rfwd3","RFWD3",234736,55159
"7280","Caskin1","CASKIN1",268932,57524
"7281","Pank1","PANK1",75735,53354
"7282","Cplx1","CPLX1",12889,10815
"7283","Map3k13","MAP3K13",71751,9175
"7284","Pcgf3","PCGF3",69587,10336
"7285","Pdpr","PDPR",319518,55066
"7286","Pik3c3","PIK3C3",225326,5289
"7287","AW554918","KIAA1328",225289,57536
"7288","Clec18a","CLEC18B",353287,497190
"7289","Piwil2","PIWIL2",57746,55124
"7290","Vps8","VPS8",209018,23355
"7291","Ddx19b","DDX19B",234733,11269
"7292","Zfp7","ZNF7",223669,7553
"7293","Cep350","CEP350",74081,9857
"7294","Gabrb3","GABRB3",14402,2562
"7295","Qsox1","QSOX1",104009,5768
"7296","Ucp2","UCP2",22228,7351
"7297","Arhgap39","ARHGAP39",223666,80728
"7298","Acbd6","ACBD6",72482,84320
"7299","Fuk","FUK",234730,197258
"7300","Stard9","STARD9",668880,57519
"7301","Smyd5","SMYD5",232187,10322
"7302","Lrrc24","LRRC24",378937,441381
"7303","Ccar2","CCAR2",219158,57805
"7304","Adra2a","ADRA2A",11551,150
"7305","Sfxn5","SFXN5",94282,94097
"7306","Vav3","VAV3",57257,10451
"7307","BC034090","KIAA1614",207792,57710
"7308","Emx1","EMX1",13796,2016
"7309","Lrrc14","LRRC14",223664,9684
"7310","Sf3b3","SF3B3",101943,23450
"7311","Spr","SPR",20751,6697
"7312","Fkbpl","FKBPL",56299,63943
"7313","St18","ST18",240690,9705
"7314","Gadd45gip1","GADD45GIP1",102060,90480
"7315","Mnd1","MND1",76915,84057
"7316","Rbm4b","RBM4B",66704,83759
"7317","Recql4","RECQL4",79456,9401
"7318","Mtss1l","MTSS1L",244654,92154
"7319","D930015E06Rik","KIAA0922",229473,23240
"7320","Nrxn2","NRXN2",18190,9379
"7321","Exoc6b","EXOC6B",75914,23233
"7322","Rpap2","RPAP2",231571,79871
"7323","Npbwr1","NPBWR1",226304,2831
"7324","Asb13","ASB13",142688,79754
"7325","Dysf","DYSF",26903,8291
"7326","Tubgcp5","TUBGCP5",233276,114791
"7327","Atp7a","ATP7A",11977,538
"7328","Atp6v1h","ATP6V1H",108664,51606
"7329","Ephx4","EPHX4",384214,253152
"7330","Tmem87a","TMEM87A",211499,25963
"7331","Alg3","ALG3",208624,10195
"7332","Tcea1","TCEA1",21399,6917
"7333","Ppp1r16a","PPP1R16A",73062,84988
"7334","Dnah8","DNAH8",13417,1769
"7335","Mrpl15","MRPL15",27395,29088
"7336","B3galt2","B3GALT2",26878,8707
"7337","Kcnk10","KCNK10",72258,54207
"7338","Ston1","STON1",77057,11037
"7339","Engase","ENGASE",217364,64772
"7340","Cdk10","CDK10",234854,8558
"7341","Klf9","KLF9",16601,687
"7342","Ppargc1b","PPARGC1B",170826,133522
"7343","Lgals3bp","LGALS3BP",19039,3959
"7344","D3Ertd254e","ZNF267",241944,10308
"7345","Pxk","PXK",218699,54899
"7346","Map9","MAP9",213582,79884
"7347","Mapkbp1","MAPKBP1",26390,23005
"7348","Ccp110","CCP110",101565,9738
"7349","Zdhhc15","ZDHHC15",108672,158866
"7350","Usp36","USP36",72344,57602
"7351","Gucy1a3","GUCY1A3",60596,2982
"7352","Chmp2a","CHMP2A",68953,27243
"7353","Gde1","GDE1",56209,51573
"7354","Parl","PARL",381038,55486
"7355","Rbm34","RBM34",52202,23029
"7356","Vhl","VHL",22346,7428
"7357","Ndufb7","NDUFB7",66916,4713
"7358","Brk1","BRK1",101314,55845
"7359","Mga","MGA",29808,23269
"7360","Zswim5","ZSWIM5",74464,57643
"7361","Trim36","TRIM36",28105,55521
"7362","Ppp3r1","PPP3R1",19058,5534
"7363","Tnks1bp1","TNKS1BP1",228140,85456
"7364","Zfp446","ZNF446",269870,55663
"7365","Fancd2os","FANCD2OS",70979,115795
"7366","Zbtb41","ZBTB41",226470,360023
"7367","Slc16a2","SLC16A2",20502,6567
"7368","Cdkl4","CDKL4",381113,344387
"7369","Rfc3","RFC3",69263,5983
"7370","Gria2","GRIA2",14800,2891
"7371","Coil","COIL",12812,8161
"7372","Tesk2","TESK2",230661,10420
"7373","Ttc37","TTC37",218343,9652
"7374","Kcnk1","KCNK1",16525,3775
"7375","Neu4","NEU4",241159,129807
"7376","Pqlc1","PQLC1",66943,80148
"7377","Scaper","SCAPER",244891,49855
"7378","Rxfp1","RXFP1",381489,59350
"7379","Pds5b","PDS5B",100710,23047
"7380","Cpsf1","CPSF1",94230,29894
"7381","Fancd2","FANCD2",211651,2177
"7382","Cct2","CCT2",12461,10576
"7383","Rpap1","RPAP1",68925,26015
"7384","Ccdc17","CCDC17",622665,149483
"7385","Fgd5","FGD5",232237,152273
"7386","Wbscr17","WBSCR17",212996,64409
"7387","Lyl1","LYL1",17095,4066
"7388","Gpbp1l1","GPBP1L1",77110,60313
"7389","Phka1","PHKA1",18679,5255
"7390","Ypel4","YPEL4",241525,219539
"7391","Poglut1","POGLUT1",224143,56983
"7392","Farp2","FARP2",227377,9855
"7393","Zfp551","ZNF551",619331,90233
"7394","Zdhhc5","ZDHHC5",228136,25921
"7395","Ccdc174","CCDC174",232236,51244
"7396","Hdlbp","HDLBP",110611,3069
"7397","Fstl5","FSTL5",213262,56884
"7398","Ctnnd1","CTNND1",12388,1500
"7399","Tldc1","TLDC1",74347,57707
"7400","Ccs","CCS",12460,9973
"7401","Golim4","GOLIM4",73124,27333
"7402","Kctd7","KCTD7",212919,154881
"7403","Tmed8","TMED8",382620,283578
"7404","Atp2c2","ATP2C2",69047,9914
"7405","Vav1","VAV1",22324,7409
"7406","Tpst1","TPST1",22021,8460
"7407","Srsf2","SRSF2",20382,6427
"7408","Mks1","MKS1",380718,54903
"7409","Pomt2","POMT2",217734,29954
"7410","Tspan8","TSPAN8",216350,7103
"7411","Sik3","SIK3",70661,23387
"7412","Tmem63c","TMEM63C",217733,57156
"7413","Zbbx","ZBBX",213234,79740
"7414","Exoc3","EXOC3",211446,11336
"7415","Ino80","INO80",68142,54617
"7416","Bzrap1","BZRAP1",207777,9256
"7417","Cipc","CIPC",217732,85457
"7418","Lrrc58","LRRC58",320184,116064
"7419","Ogt","OGT",108155,8473
"7420","Scx","SCXB",20289,642658
"7421","Zfc3h1","ZFC3H1",216345,196441
"7422","Emid1","EMID1",140703,129080
"7423","Ccnd3","CCND3",12445,896
"7424","Irf2bpl","IRF2BPL",238330,64207
"7425","Faah","FAAH",14073,2166
"7426","Rhbdd3","RHBDD3",279766,25807
"7427","Rnf43","RNF43",207742,54894
"7428","Nsf","NSF",18195,4905
"7429","Hsdl1","HSDL1",72552,83693
"7430","Chmp7","CHMP7",105513,91782
"7431","Lsm3","LSM3",67678,27258
"7432","Gas2l1","GAS2L1",78926,10634
"7433","Chchd4","CHCHD4",72170,131474
"7434","Polq","POLQ",77782,10721
"7435","Rasl10a","RASL10A",75668,10633
"7436","Efcab14","EFCAB14",230648,9813
"7437","Mrps17","MRPS17",66258,51373
"7438","Ankmy1","ANKMY1",241158,51281
"7439","Vps18","VPS18",228545,57617
"7440","Atm","ATM",11920,472
"7441","Gpc1","GPC1",14733,2817
"7442","Rhov","RHOV",228543,171177
"7443","Foxj1","FOXJ1",15223,2302
"7444","Usp54","USP54",78787,159195
"7445","Golgb1","GOLGB1",224139,2804
"7446","Hdac11","HDAC11",232232,79885
"7447","Plekhm1","PLEKHM1",353047,9842
"7448","Slc25a37","SLC25A37",67712,51312
"7449","Senp6","SENP6",215351,26054
"7450","Agpat1","AGPAT1",55979,10554
"7451","Arhgap27","ARHGAP27",544817,201176
"7452","Mfsd7c","FLVCR2",217721,55640
"7453","Exosc4","EXOSC4",109075,54512
"7454","Vwa9","VWA9",69882,81556
"7455","Zdhhc14","ZDHHC14",224454,79683
"7456","Setd5","SETD5",72895,55209
"7457","Jdp2","JDP2",81703,122953
"7458","Thoc5","THOC5",107829,8563
"7459","Igsf9b","IGSF9B",235086,22997
"7460","Dnajc17","DNAJC17",69408,55192
"7461","Evpl","EVPL",14027,2125
"7462","Nipsnap1","NIPSNAP1",18082,8508
"7463","Nek9","NEK9",217718,91754
"7464","Traf3ip1","TRAF3IP1",74019,26146
"7465","Fhod3","FHOD3",225288,80206
"7466","Med13","MED13",327987,9969
"7467","Fam53c","FAM53C",66306,51307
"7468","Ccdc15","CCDC15",245902,80071
"7469","Sdr42e1","SDR42E1",74032,93517
"7470","Tmem132d","TMEM132D",243274,121256
"7471","Kif4","KIF4A",16571,24137
"7472","Iqsec1","IQSEC1",232227,9922
"7473","Trim59","TRIM59",66949,286827
"7474","Slc26a2","SLC26A2",13521,1836
"7475","Exosc1","EXOSC1",66583,51013
"7476","Tmem132c","TMEM132C",208213,92293
"7477","Kctd9","KCTD9",105440,54793
"7478","Plcg2","PLCG2",234779,5336
"7479","Fam151b","FAM151B",73942,167555
"7480","Ina","INA",226180,9118
"7481","Wbp2","WBP2",22378,23558
"7482","Cbl","CBL",12402,867
"7483","Ube2f","UBE2F",67921,140739
"7484","Gtf2h5","GTF2H5",66467,404672
"7485","Smc4","SMC4",70099,10051
"7486","Ramp1","RAMP1",51801,10267
"7487","Mtmr3","MTMR3",74302,8897
"7488","Cpne2","CPNE2",234577,221184
"7489","Tulp4","TULP4",68842,56995
"7490","Wdr5b","WDR5B",69544,54554
"7491","Barhl2","BARHL2",104382,343472
"7492","Ssu2","SSUH2",243612,51066
"7493","Cmip","CMIP",74440,80790
"7494","Lif","LIF",16878,3976
"7495","Spata6","SPATA6",67946,54558
"7496","Kcnh5","KCNH5",238271,27133
"7497","Pja1","PJA1",18744,64219
"7498","Tbc1d10a","TBC1D10A",103724,83874
"7499","Neurl1b","NEURL1B",240055,54492
"7500","Parp14","PARP14",547253,54625
"7501","Gcsh","GCSH",68133,2653
"7502","Zfp707","ZNF707",69020,286075
"7503","Zxdc","ZXDC",80292,79364
"7504","Cops8","COPS8",108679,10920
"7505","Trmt5","TRMT5",76357,57570
"7506","Dhrs11","DHRS11",192970,79154
"7507","Polr3b","POLR3B",70428,55703
"7508","Eda2r","EDA2R",245527,60401
"7509","Ifit1","IFIT1B",15957,439996
"7510","Six4","SIX4",20474,51804
"7511","Pkd2","PKD2",18764,5311
"7512","Scara3","SCARA3",219151,51435
"7513","Dynlrb2","DYNLRB2",75465,83657
"7514","Caskin2","CASKIN2",140721,57513
"7515","Rasd2","RASD2",75141,23551
"7516","Sec22a","SEC22A",317717,26984
"7517","Snx2","SNX2",67804,6643
"7518","Uaca","UACA",72565,55075
"7519","Gbx2","GBX2",14472,2637
"7520","Kdelc2","KDELC2",68304,143888
"7521","Edil3","EDIL3",13612,10085
"7522","Mad2l1bp","MAD2L1BP",66591,9587
"7523","Hmgxb4","HMGXB4",70823,10042
"7524","Gjc1","GJC1",14615,10052
"7525","Zfp395","ZNF395",380912,55893
"7526","Hsd17b13","HSD17B13",243168,345275
"7527","Fbxo16","FBXO16",50759,157574
"7528","Zfp418","ZNF416",232854,55659
"7529","Morc2a","MORC2",74522,22880
"7530","Rsrc1","RSRC1",66880,51319
"7531","Hdx","HDX",245596,139324
"7532","Zfyve9","ZFYVE9",230597,9372
"7533","A230046K03Rik","KIAA1033",319277,23325
"7534","Ccpg1","CCPG1",72278,9236
"7535","Atp5h","ATP5H",71679,10476
"7536","Inpp5j","INPP5J",170835,27124
"7537","Ptpn13","PTPN13",19249,5783
"7538","Daam1","DAAM1",208846,23002
"7539","Papd7","PAPD7",210106,11044
"7540","Pla2g3","PLA2G3",237625,50487
"7541","Exph5","EXPH5",320051,23086
"7542","Hid1","HID1",217310,283987
"7543","Slc41a2","SLC41A2",338365,84102
"7544","Myo5a","MYO5A",17918,4644
"7545","Ppp1r18","PPP1R18",76448,170954
"7546","Mon2","MON2",67074,23041
"7547","Zcchc11","ZCCHC11",230594,23318
"7548","Chst11","CHST11",58250,50515
"7549","Ppm1h","PPM1H",319468,57460
"7550","Pik3ip1","PIK3IP1",216505,113791
"7551","Ssh3","SSH3",245857,54961
"7552","Mtrr","MTRR",210009,4552
"7553","Tmem5","TMEM5",216395,10329
"7554","Gpatch8","GPATCH8",237943,23131
"7555","Ly6d","LY6D",17068,8581
"7556","Zyg11b","ZYG11B",414872,79699
"7557","Tiparp","TIPARP",99929,25976
"7558","Ankrd12","ANKRD12",106585,23253
"7559","Lrrn1","LRRN1",16979,57633
"7560","Cd300a","CD300A",217303,11314
"7561","Ythdc2","YTHDC2",240255,64848
"7562","Cacna1a","CACNA1A",12286,773
"7563","Tmem109","TMEM109",68539,79073
"7564","Bmp2k","BMP2K",140780,55589
"7565","Itga2b","ITGA2B",16399,3674
"7566","Xpot","XPOT",73192,11260
"7567","Pbx2","PBX2",18515,5089
"7568","Tdg","TDG",21665,6996
"7569","Dbn1","DBN1",56320,1627
"7570","Rnps1","RNPS1",19826,10921
"7571","Ppp1r1c","PPP1R1C",75276,151242
"7572","Sema3f","SEMA3F",20350,6405
"7573","Fam171a2","FAM171A2",217219,284069
"7574","Prr7","PRR7",432763,80758
"7575","Fras1","FRAS1",231470,80144
"7576","Neurod1","NEUROD1",18012,4760
"7577","Dnaic2","DNAI2",432611,64446
"7578","Gns","GNS",75612,2799
"7579","Grn","GRN",14824,2896
"7580","Ppp1r21","PPP1R21",73825,129285
"7581","Ttyh2","TTYH2",117160,94015
"7582","Tmx4","TMX4",52837,56255
"7583","Cnot6l","CNOT6L",231464,246175
"7584","Mrps10","MRPS10",64657,55173
"7585","Dgkh","DGKH",380921,160851
"7586","Pabpc5","PABPC5",93728,140886
"7587","Nostrin","NOSTRIN",329416,115677
"7588","Nagk","NAGK",56174,55577
"7589","Sirt6","SIRT6",50721,51548
"7590","Mast4","MAST4",328329,375449
"7591","Pcdh11x","PCDH11X",245578,27328
"7592","Tmub2","TMUB2",72053,79089
"7593","Tle6","TLE6",114606,79816
"7594","Map4k5","MAP4K5",399510,11183
"7595","Glis1","GLIS1",230587,148979
"7596","Dusp5","DUSP5",240672,1847
"7597","Asb16","ASB16",217217,92591
"7598","Tle2","TLE2",21886,7089
"7599","BC030867","C17orf53",217216,78995
"7600","B3galt1","B3GALT1",26877,8708
"7601","Gna11","GNA11",14672,2767
"7602","Gpsm3","GPSM3",106512,63940
"7603","Rab24","RAB24",19336,53917
"7604","Gna15","GNA15",14676,2769
"7605","G6pc3","G6PC3",68401,92579
"7606","Ccdc122","CCDC122",108811,160857
"7607","Cpne7","CPNE7",102278,27132
"7608","Unc13a","UNC13A",382018,23025
"7609","Zfp661","ZNF2",72180,7549
"7610","Sos2","SOS2",20663,6655
"7611","Scn7a","SCN7A",20272,6332
"7612","Grip1","GRIP1",74053,23426
"7613","Celf5","CELF5",319586,60680
"7614","Cpsf7","CPSF7",269061,79869
"7615","Nrip3","NRIP3",78593,56675
"7616","Nup54","NUP54",269113,53371
"7617","Tet3","TET3",194388,200424
"7618","Larp6","LARP6",67557,55323
"7619","Art3","ART3",109979,419
"7620","Plvap","PLVAP",84094,83483
"7621","Ttc21b","TTC21B",73668,79809
"7622","Tmem127","TMEM127",69470,55654
"7623","Acot11","ACOT11",329910,26027
"7624","Mfsd12","MFSD12",73822,126321
"7625","Cxcl10","CXCL10",15945,3627
"7626","Fam214a","FAM214A",235493,56204
"7627","Ano8","ANO8",382014,57719
"7628","Ankrd27","ANKRD27",245886,84079
"7629","Myl12b","MYL12A",67938,10627
"7630","Nudt19","NUDT19",110959,390916
"7631","Mrpl34","MRPL34",94065,64981
"7632","Tbxa2r","TBXA2R",21390,6915
"7633","Cactin","CACTIN",70312,58509
"7634","Sncb","SNCB",104069,6620
"7635","Rps29","RPS29",20090,6235
"7636","Cog3","COG3",338337,83548
"7637","Filip1","FILIP1",70598,27145
"7638","Pip5k1c","PIP5K1C",18717,23396
"7639","Cobll1","COBLL1",319876,22837
"7640","Ncaph","NCAPH",215387,23397
"7641","Sidt2","SIDT2",214597,51092
"7642","Pygo1","PYGO1",72135,26108
"7643","Ushbp1","USHBP1",234395,83878
"7644","Mdga2","MDGA2",320772,161357
"7645","Ttc22","TTC22",230576,55001
"7646","Ly6g6f","LY6G6F",433099,259215
"7647","Dhcr24","DHCR24",74754,1718
"7648","Rnf44","RNF44",105239,22838
"7649","Rtkn","RTKN",20166,6242
"7650","Dhx8","DHX8",217207,1659
"7651","Mrpl54","MRPL54",66047,116541
"7652","Arl4d","ARL4D",80981,379
"7653","Synrg","SYNRG",217030,11276
"7654","Tmem106a","TMEM106A",217203,113277
"7655","Zfr2","ZFR2",103406,23217
"7656","Cog7","COG7",233824,91949
"7657","Cebpa","CEBPA",12606,1050
"7658","Atcay","ATCAY",16467,85300
"7659","Dopey1","DOPEY1",320615,23033
"7660","Dapk3","DAPK3",13144,1613
"7661","Parm1","PARM1",231440,25849
"7662","Hrh2","HRH2",15466,3274
"7663","Vat1","VAT1",26949,10493
"7664","Eef2","EEF2",13629,1938
"7665","Htr2a","HTR2A",15558,3356
"7666","Foxn2","FOXN2",14236,3344
"7667","Dpp4","DPP4",13482,1803
"7668","Igsf6","IGSF6",80719,10261
"7669","Rundc1","RUNDC1",217201,146923
"7670","Zbtb7a","ZBTB7A",16969,51341
"7671","Baz1a","BAZ1A",217578,11177
"7672","Ncapd3","NCAPD3",78658,23310
"7673","Map2k2","MAP2K2",26396,5605
"7674","Nek11","NEK11",208583,79858
"7675","Tbr1","TBR1",21375,10716
"7676","Creb3l3","CREB3L3",208677,84699
"7677","Zc3h12b","ZC3H12B",547176,340554
"7678","Kri1","KRI1",215194,65095
"7679","Anapc13","ANAPC13",69010,25847
"7680","Rrp12","RRP12",107094,23223
"7681","Dhx57","DHX57",106794,90957
"7682","Zc4h2","ZC4H2",245522,55906
"7683","Eef2k","EEF2K",13631,29904
"7684","Xkr6","XKR6",219149,286046
"7685","Oma1","OMA1",67013,115209
"7686","Mtmr9","MTMR9",210376,66036
"7687","Becn1","BECN1",56208,8678
"7688","Secisbp2l","SECISBP2L",70354,9728
"7689","Fam167a","FAM167A",219148,83648
"7690","Eva1a","EVA1A",232146,84141
"7691","Egln3","EGLN3",112407,112399
"7692","Dcbld2","DCBLD2",73379,131566
"7693","Shc4","SHC4",271849,399694
"7694","Wnk4","WNK4",69847,65266
"7695","Neil2","NEIL2",382913,252969
"7696","Gcfc2","GCFC2",330361,6936
"7697","Wdr78","WDR78",242584,79819
"7698","Brinp3","BRINP3",215378,339479
"7699","Arhgap5","ARHGAP5",11855,394
"7700","Secisbp2","SECISBP2",75420,79048
"7701","Nubpl","NUBPL",76826,80224
"7702","Eif2s3x","EIF2S3",26905,1968
"7703","Elmod2","ELMOD2",244548,255520
"7704","Mitf","MITF",17342,4286
"7705","Ints6","INTS6",18130,26512
"7706","Zc3h12c","ZC3H12C",244871,85463
"7707","Tanc1","TANC1",66860,85461
"7708","Plekhh3","PLEKHH3",217198,79990
"7709","Heatr5a","HEATR5A",320487,25938
"7710","Slc24a5","SLC24A5",317750,283652
"7711","Fam124a","FAM124A",629059,220108
"7712","Ano4","ANO4",320091,121601
"7713","Tubg1","TUBG1",103733,7283
"7714","Arl6ip5","ARL6IP5",65106,10550
"7715","Epn1","EPN1",13854,29924
"7716","Sppl2b","SPPL2B",73218,56928
"7717","Slfn8","SLFN13",276950,146857
"7718","Xrra1","XRRA1",446101,143570
"7719","Leprot","LEPROT",230514,54741
"7720","Lsm7","LSM7",66094,51690
"7721","Rims4","RIMS4",241770,140730
"7722","Spcs2","SPCS2",66624,9789
"7723","Ccdc106","CCDC106",232821,29903
"7724","Pdk3","PDK3",236900,5165
"7725","Fam175a","FAM175A",70681,84142
"7726","Trim13","TRIM13",66597,10206
"7727","Scai","SCAI",320271,286205
"7728","Lcat","LCAT",16816,3931
"7729","Neu3","NEU3",50877,10825
"7730","Oaz1","OAZ1",18245,4946
